CustomerKey,GeographyKey,CustomerLabel,Title,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase,CustomerType,CompanyName
356,572,11355,NULL,Roberto,NULL,Gutierrez,0,1942-12-28,M,NULL,M,roberto11@adventure-works.com,40000.00,1,0,Graduate Degree,Clerical,1,0,3545 Chickpea Ct.,NULL,1 (11) 500 555-0124,2004-03-29,Person,NULL
357,648,11356,NULL,Terrence,NULL,Carson,0,1980-05-27,S,NULL,M,terrence15@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,6613 Thornhill Place,NULL,1 (11) 500 555-0189,2001-11-10,Person,NULL
358,599,11357,NULL,Ramon,NULL,Ye,0,1979-03-23,S,NULL,M,ramon9@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,3245 Vista Oak Dr.,NULL,1 (11) 500 555-0143,2001-12-19,Person,NULL
359,468,11358,NULL,Cynthia,NULL,Malhotra,0,1978-11-11,S,NULL,F,cynthia9@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,6757 Pamplona Ct.,NULL,1 (11) 500 555-0187,2001-12-29,Person,NULL
360,655,11359,NULL,Jarrod,NULL,Prasad,0,1978-09-04,S,NULL,M,jarrod9@adventure-works.com,10000.00,0,0,Partial College,Manual,0,1,7657 H St.,NULL,1 (11) 500 555-0154,2001-12-14,Person,NULL
361,680,11360,NULL,Tyrone,NULL,Serrano,0,1978-08-02,S,NULL,M,tyrone15@adventure-works.com,10000.00,0,0,Partial College,Manual,1,1,3767 View Dr.,NULL,1 (11) 500 555-0176,2001-12-28,Person,NULL
362,518,11361,NULL,Cindy,G,Ramos,0,1977-04-28,M,NULL,F,cindy22@adventure-works.com,10000.00,0,0,High School,Manual,1,2,6565 Jamie Way,NULL,1 (11) 500 555-0173,2004-04-03,Person,NULL
363,471,11362,NULL,Damien,M,Shan,0,1977-11-11,M,NULL,M,damien26@adventure-works.com,10000.00,0,0,High School,Manual,0,2,5312 Riverwood Circle,NULL,1 (11) 500 555-0142,2003-09-30,Person,NULL
364,656,11363,NULL,Julian,NULL,Ross,0,1977-10-20,S,NULL,M,julian5@adventure-works.com,10000.00,0,0,High School,Manual,0,2,3346 Larkwood Ct.,NULL,1 (11) 500 555-0126,2001-12-09,Person,NULL
365,632,11364,NULL,Jennifer,NULL,Collins,0,1979-09-23,S,NULL,F,jennifer6@adventure-works.com,10000.00,1,1,High School,Manual,0,0,4536 Killdeer Court,NULL,1 (11) 500 555-0196,2001-12-08,Person,NULL
366,628,11365,NULL,Brittney,NULL,Sun,0,1979-06-09,S,NULL,F,brittney12@adventure-works.com,10000.00,1,1,High School,Manual,0,0,8856 Mt. Wilson Way,NULL,1 (11) 500 555-0155,2001-12-01,Person,NULL
367,692,11366,NULL,Virginia,R,Patel,0,1979-10-25,M,NULL,F,virginia4@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,3118 Creekside Drive,NULL,1 (11) 500 555-0146,2003-12-26,Person,NULL
368,669,11367,NULL,Calvin,J,Nara,0,1979-02-22,M,NULL,M,calvin15@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,5795 Morning Glory Dr.,NULL,1 (11) 500 555-0193,2004-01-08,Person,NULL
369,680,11368,NULL,Edward,NULL,Miller,0,1978-11-25,S,NULL,M,edward28@adventure-works.com,10000.00,1,1,High School,Manual,0,0,598 Limeridge Drive,NULL,1 (11) 500 555-0151,2001-12-25,Person,NULL
370,628,11369,NULL,Ashlee,D,Tang,0,1978-08-04,M,NULL,F,ashlee11@adventure-works.com,20000.00,0,0,Bachelors,Clerical,0,0,4111 Vista Diablo,NULL,1 (11) 500 555-0187,2004-01-06,Person,NULL
371,697,11370,NULL,Alicia,NULL,Xu,0,1978-04-01,M,NULL,F,alicia3@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,3743 Grenadine Way,NULL,1 (11) 500 555-0113,2004-01-14,Person,NULL
372,680,11371,NULL,Lacey,C,Jai,0,1978-05-27,M,NULL,F,lacey1@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,6208 Prestwick Dr.,NULL,1 (11) 500 555-0149,2004-05-10,Person,NULL
373,596,11372,NULL,Wendy,H,Romero,0,1978-05-15,S,NULL,F,wendy8@adventure-works.com,20000.00,0,0,Bachelors,Clerical,1,0,24 San Vincente Drive,NULL,1 (11) 500 555-0114,2001-12-08,Person,NULL
374,687,11373,NULL,Carly,H,Luo,0,1943-09-20,M,NULL,F,carly5@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,Hellweg 4644,NULL,1 (11) 500 555-0138,2004-02-28,Person,NULL
375,569,11374,NULL,Jimmy,M,Ortega,0,1943-06-28,S,NULL,M,jimmy26@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,Postfach 11 11 22,NULL,1 (11) 500 555-0183,2003-10-17,Person,NULL
376,638,11375,NULL,Francisco,NULL,Martinez,0,1943-05-09,M,NULL,M,francisco19@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,5508 Glenmount Dr.,NULL,1 (11) 500 555-0119,2004-04-19,Person,NULL
377,651,11376,NULL,Lance,NULL,Vazquez,0,1943-06-10,S,NULL,M,lance14@adventure-works.com,40000.00,1,0,Graduate Degree,Clerical,1,0,9159 Shepberry Court,NULL,1 (11) 500 555-0112,2004-04-17,Person,NULL
378,696,11377,Mr.,David,R.,Robinett,0,1961-02-23,M,NULL,M,david22@adventure-works.com,30000.00,4,0,Graduate Degree,Clerical,1,0,Pappelallee 6667,NULL,238-555-0100,2003-09-01,Person,NULL
379,657,11378,NULL,Shannon,NULL,Liang,0,1960-05-22,S,NULL,F,shannon15@adventure-works.com,10000.00,1,1,High School,Manual,0,1,7445 Meaham Drive,NULL,1 (11) 500 555-0159,2003-04-20,Person,NULL
380,591,11379,NULL,Gary,NULL,Vazquez,0,1959-11-18,M,NULL,M,gary25@adventure-works.com,10000.00,1,1,High School,Manual,1,1,"5, rue de la Cavalerie",NULL,1 (11) 500 555-0130,2003-04-05,Person,NULL
381,542,11380,NULL,Mitchell,L,Kumar,0,1959-03-02,S,NULL,M,mitchell7@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,Husemann Straße 6464,NULL,1 (11) 500 555-0119,2002-04-13,Person,NULL
382,506,11381,NULL,Meredith,NULL,Raman,0,1959-08-22,M,NULL,F,meredith11@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,6092 Chestnut,NULL,1 (11) 500 555-0162,2001-12-13,Person,NULL
383,540,11382,NULL,Edward,NULL,Patterson,0,1958-01-19,M,NULL,M,edward59@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,"211, avenue Foch",NULL,1 (11) 500 555-0118,2003-05-07,Person,NULL
384,681,11383,NULL,Marie,NULL,Gill,0,1960-08-28,M,NULL,F,marie37@adventure-works.com,30000.00,3,0,Graduate Degree,Clerical,1,0,"571, rue Malar",NULL,1 (11) 500 555-0192,2004-07-04,Person,NULL
385,503,11384,NULL,Tiffany,E,Wang,0,1960-10-16,M,NULL,F,tiffany1@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,"5, rue Malar",NULL,1 (11) 500 555-0192,2004-02-03,Person,NULL
386,576,11385,NULL,Miguel,C,Allen,0,1960-08-11,S,NULL,M,miguel24@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,6834 Violetta,NULL,1 (11) 500 555-0128,2004-01-07,Person,NULL
387,474,11386,NULL,Jaclyn,NULL,Cai,0,1960-11-05,M,NULL,F,jaclyn22@adventure-works.com,30000.00,3,0,Bachelors,Clerical,1,0,Postfach 55 00 00,NULL,1 (11) 500 555-0164,2004-05-05,Person,NULL
388,485,11387,NULL,Megan,C,Ramirez,0,1959-06-02,S,NULL,F,megan44@adventure-works.com,40000.00,3,0,Graduate Degree,Clerical,1,0,507 Sahara Drive,NULL,1 (11) 500 555-0192,2002-01-26,Person,NULL
389,576,11388,NULL,Joseph,NULL,Martin,0,1959-07-24,M,NULL,M,joseph21@adventure-works.com,40000.00,3,0,Graduate Degree,Clerical,1,0,7028 San Gabriel Dr.,NULL,1 (11) 500 555-0143,2002-01-03,Person,NULL
390,747,11389,NULL,Karl,J,Shan,0,1970-04-24,S,NULL,M,karl11@adventure-works.com,10000.00,1,1,High School,Manual,0,1,Nollendorfplatz 48,NULL,1 (11) 500 555-0198,2004-05-20,Person,NULL
391,543,11390,NULL,Christine,J,Raji,0,1970-10-19,S,NULL,F,christine16@adventure-works.com,10000.00,1,1,High School,Manual,0,1,"11, boulevard Tremblay",NULL,1 (11) 500 555-0153,2004-05-10,Person,NULL
392,687,11391,NULL,Lindsay,T,Xie,0,1970-12-27,S,NULL,F,lindsay3@adventure-works.com,10000.00,2,2,High School,Manual,1,0,Am Grossen Dern 4624,NULL,1 (11) 500 555-0115,2004-04-28,Person,NULL
393,483,11392,NULL,Willie,NULL,Zhao,0,1970-02-07,S,NULL,M,willie8@adventure-works.com,10000.00,2,2,High School,Manual,1,0,Königstr 282,NULL,1 (11) 500 555-0120,2003-09-30,Person,NULL
394,544,11393,NULL,Kurt,B,Pal,0,1969-01-17,S,NULL,M,kurt12@adventure-works.com,10000.00,2,2,High School,Manual,1,0,"55, avenue de l´ Union Centrale",NULL,1 (11) 500 555-0117,2004-01-17,Person,NULL
395,659,11394,NULL,George,NULL,McDonald,0,1969-10-23,S,NULL,M,george13@adventure-works.com,10000.00,2,2,High School,Manual,1,0,9186 West Boyd Rd.,NULL,1 (11) 500 555-0150,2002-01-04,Person,NULL
396,483,11395,NULL,Beth,C,Gutierrez,0,1970-10-18,S,NULL,F,beth13@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,Rehstr 1346,NULL,1 (11) 500 555-0110,2002-05-17,Person,NULL
397,542,11396,NULL,Ian,G,Lopez,0,1969-10-05,M,NULL,M,ian27@adventure-works.com,10000.00,2,2,High School,Manual,0,1,Zur Lindung 6,NULL,1 (11) 500 555-0182,2004-04-28,Person,NULL
398,529,11397,NULL,Latoya,R,Shan,0,1969-06-04,S,NULL,F,latoya9@adventure-works.com,20000.00,0,0,Partial College,Manual,0,1,Attaché de Presse,NULL,1 (11) 500 555-0122,2004-01-08,Person,NULL
399,666,11398,NULL,Colin,N,Nath,0,1969-09-09,S,NULL,M,colin41@adventure-works.com,30000.00,0,0,Bachelors,Clerical,1,0,8900 Escobar,NULL,1 (11) 500 555-0115,2002-01-03,Person,NULL
400,529,11399,NULL,Brenda,F,Mehta,0,1969-08-04,S,NULL,F,brenda17@adventure-works.com,30000.00,1,0,Bachelors,Clerical,1,0,"11, avenue du Port",NULL,1 (11) 500 555-0155,2003-10-15,Person,NULL
401,506,11400,NULL,Franklin,NULL,Raji,0,1969-04-19,S,NULL,M,franklin38@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,3477 Mt. Washington Way,NULL,1 (11) 500 555-0180,2002-01-15,Person,NULL
402,529,11401,NULL,Linda,NULL,Navarro,0,1969-08-26,M,NULL,F,linda25@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"6, route de Marseille",NULL,1 (11) 500 555-0189,2003-05-01,Person,NULL
403,672,11402,NULL,Kelli,R,Cai,0,1969-11-20,M,NULL,F,kelli21@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"1216, place de la Concorde",NULL,1 (11) 500 555-0145,2003-05-11,Person,NULL
404,544,11403,NULL,Nancy,NULL,Schmidt,0,1969-01-09,S,NULL,F,nancy13@adventure-works.com,40000.00,0,0,Graduate Degree,Clerical,1,0,"340, boulevard d´Albi",NULL,1 (11) 500 555-0150,2003-05-01,Person,NULL
405,641,11404,NULL,Megan,E,Taylor,0,1952-01-01,S,NULL,F,megan12@adventure-works.com,10000.00,3,0,Partial College,Manual,0,2,Berliner Platz 43,NULL,1 (11) 500 555-0178,2003-08-14,Person,NULL
406,590,11405,NULL,Bonnie,NULL,Goel,0,1952-02-17,S,NULL,F,bonnie25@adventure-works.com,10000.00,3,0,Partial College,Manual,0,2,Carlsplatz 89,NULL,1 (11) 500 555-0143,2003-10-02,Person,NULL
407,529,11406,NULL,Latoya,L,Xu,0,1952-07-03,M,NULL,F,latoya4@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,"101, rue de Terre Neuve",NULL,1 (11) 500 555-0141,2003-05-08,Person,NULL
408,515,11407,NULL,Mario,NULL,She,0,1952-04-02,M,NULL,M,mario0@adventure-works.com,20000.00,2,0,Partial College,Manual,1,1,Conesweg 720,NULL,1 (11) 500 555-0156,2003-12-25,Person,NULL
409,506,11408,NULL,Darren,M,Gill,0,1953-05-14,M,NULL,M,darren36@adventure-works.com,10000.00,2,1,High School,Manual,0,2,8132 Twincreek Ct,NULL,1 (11) 500 555-0166,2003-09-06,Person,NULL
410,543,11409,NULL,Jacqueline,H,Hayes,0,1968-03-05,S,NULL,F,jacqueline23@adventure-works.com,10000.00,2,2,High School,Manual,1,1,"33, rue Georges-Clémenceau",NULL,1 (11) 500 555-0162,2003-05-21,Person,NULL
411,529,11410,NULL,Maurice,NULL,Goel,0,1968-08-25,M,NULL,M,maurice20@adventure-works.com,20000.00,1,1,Partial College,Manual,1,0,"15, avenue de la Gare",NULL,1 (11) 500 555-0179,2003-05-17,Person,NULL
412,640,11411,NULL,Devin,A,Ross,0,1954-02-12,M,NULL,M,devin69@adventure-works.com,80000.00,3,2,Partial College,Professional,0,1,Postenweg 2428,NULL,1 (11) 500 555-0172,2004-02-05,Person,NULL
413,640,11412,NULL,Sydney,S,Bryant,0,1954-04-09,S,NULL,F,sydney40@adventure-works.com,80000.00,4,2,Partial College,Professional,1,1,Postfach 99 92 92,NULL,1 (11) 500 555-0156,2002-05-08,Person,NULL
414,485,11413,NULL,Megan,L,Stewart,0,1954-04-15,M,NULL,F,megan27@adventure-works.com,80000.00,4,2,Partial College,Professional,0,1,8192 Seagull Court,NULL,1 (11) 500 555-0116,2002-02-10,Person,NULL
415,497,11414,NULL,Ian,NULL,Richardson,0,1954-03-18,S,NULL,M,ian76@adventure-works.com,80000.00,4,2,Partial College,Professional,1,1,726 W. Buchanan Rd.,NULL,1 (11) 500 555-0119,2002-02-13,Person,NULL
416,474,11415,NULL,Randy,H,She,0,1944-06-05,S,NULL,M,randy25@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Roßstr 5538,NULL,1 (11) 500 555-0141,2004-02-17,Person,NULL
417,622,11416,NULL,Katrina,NULL,Becker,0,1945-03-19,M,NULL,F,katrina19@adventure-works.com,60000.00,3,1,Partial High School,Skilled Manual,1,4,"8205, rue Malar",NULL,1 (11) 500 555-0153,2003-05-11,Person,NULL
418,528,11417,NULL,Lacey,C,Zheng,0,1945-02-26,M,NULL,F,lacey32@adventure-works.com,70000.00,5,1,High School,Professional,1,2,"4, rue de Linois",NULL,1 (11) 500 555-0174,2003-05-08,Person,NULL
419,674,11418,NULL,Rafael,J,Hu,0,1945-02-09,S,NULL,M,rafael20@adventure-works.com,90000.00,5,0,Partial College,Professional,0,2,Zeiter Weg 7765,NULL,1 (11) 500 555-0159,2004-06-19,Person,NULL
420,704,11419,NULL,Kyle,D,Scott,0,1945-02-18,M,NULL,M,kyle43@adventure-works.com,150000.00,3,4,Graduate Degree,Management,1,4,9381 Alpine Rd.,NULL,1 (11) 500 555-0178,2003-09-13,Person,NULL
421,540,11420,NULL,Jordan,C,Turner,0,1946-07-12,M,NULL,M,jordan59@adventure-works.com,100000.00,2,3,Bachelors,Management,1,4,"100, rue Maillard",NULL,1 (11) 500 555-0176,2003-05-05,Person,NULL
422,521,11421,NULL,Amy,C,Sun,0,1946-07-19,M,NULL,F,amy19@adventure-works.com,110000.00,3,4,Bachelors,Management,1,4,Am Karlshof 2500,NULL,1 (11) 500 555-0111,2002-05-06,Person,NULL
423,651,11422,NULL,Dustin,F,Deng,0,1946-09-01,M,NULL,M,dustin1@adventure-works.com,170000.00,4,4,Bachelors,Management,1,3,8185 Sol Street,NULL,1 (11) 500 555-0168,2002-02-22,Person,NULL
424,662,11423,NULL,Jasmine,NULL,Stewart,0,1954-11-05,M,NULL,F,jasmine22@adventure-works.com,80000.00,4,2,Partial College,Professional,0,1,Heidestieg Straße 8224,NULL,1 (11) 500 555-0165,2002-06-12,Person,NULL
425,586,11424,NULL,Pamela,S,Garcia,0,1953-12-07,M,NULL,F,pamela18@adventure-works.com,80000.00,4,2,Partial College,Professional,1,2,Postfach 11 09 99,NULL,1 (11) 500 555-0182,2003-10-23,Person,NULL
426,657,11425,NULL,Ariana,D,Gray,0,1954-08-06,M,NULL,F,ariana5@adventure-works.com,90000.00,4,2,High School,Professional,1,2,3675 Palms Dr,NULL,1 (11) 500 555-0191,2003-05-26,Person,NULL
427,595,11426,NULL,Kristopher,NULL,Mehta,0,1953-10-02,M,NULL,M,kristopher12@adventure-works.com,110000.00,3,4,Bachelors,Management,1,4,Herzogstr 328,Einkaufsabteilung,1 (11) 500 555-0181,2003-10-11,Person,NULL
428,496,11427,NULL,Desiree,S,Dominguez,0,1953-12-18,M,NULL,F,desiree9@adventure-works.com,110000.00,2,5,Partial College,Professional,1,2,Holzstr 4222,NULL,1 (11) 500 555-0133,2002-06-22,Person,NULL
429,533,11428,NULL,Deanna,NULL,Perez,0,1953-08-22,S,NULL,F,deanna24@adventure-works.com,120000.00,2,5,Bachelors,Management,1,2,Marienplatz 56,NULL,1 (11) 500 555-0191,2002-06-07,Person,NULL
430,548,11429,NULL,Marco,NULL,Lopez,0,1952-07-16,M,NULL,M,marco17@adventure-works.com,80000.00,4,1,Partial College,Professional,1,2,"313, rue de l'Espace De Schengen",NULL,1 (11) 500 555-0186,2003-06-17,Person,NULL
431,437,11430,NULL,Casey,K,Yuan,0,1952-03-24,M,NULL,F,casey7@adventure-works.com,90000.00,4,1,High School,Professional,1,2,Hunzinger Allee 153,NULL,1 (11) 500 555-0184,2003-09-20,Person,NULL
432,639,11431,NULL,Bryant,NULL,Garcia,0,1952-10-27,M,NULL,M,bryant14@adventure-works.com,110000.00,4,5,Partial College,Professional,1,2,Am Gallberg 94,NULL,1 (11) 500 555-0115,2002-06-23,Person,NULL
433,681,11432,NULL,Dominique,L,Prasad,0,1951-09-11,M,NULL,F,dominique7@adventure-works.com,80000.00,4,2,High School,Professional,1,2,"765, rue Villedo",NULL,1 (11) 500 555-0148,2003-06-13,Person,NULL
434,700,11433,NULL,Maurice,M,Shan,0,1951-09-02,M,NULL,M,maurice11@adventure-works.com,80000.00,5,2,High School,Professional,0,2,"59, rue Montcalm",NULL,1 (11) 500 555-0130,2003-06-05,Person,NULL
435,705,11434,NULL,Andre,NULL,Lopez,0,1951-05-06,M,NULL,M,andre16@adventure-works.com,170000.00,5,5,Partial College,Professional,1,4,638 Shangri-la Rd.,NULL,1 (11) 500 555-0111,2003-12-17,Person,NULL
436,496,11435,NULL,Robin,NULL,Romero,0,1950-03-06,S,NULL,F,robin5@adventure-works.com,100000.00,3,4,Partial College,Management,1,4,Hüttenstr 9995,NULL,1 (11) 500 555-0168,2004-07-07,Person,NULL
437,704,11436,NULL,Taylor,NULL,Cox,0,1950-09-18,M,NULL,F,taylor13@adventure-works.com,160000.00,3,5,Partial College,Management,0,4,6409 Buckthorn Court,NULL,1 (11) 500 555-0125,2003-11-23,Person,NULL
438,702,11437,NULL,Alfredo,NULL,Moreno,0,1949-12-17,M,NULL,M,alfredo7@adventure-works.com,90000.00,4,1,High School,Management,1,3,"882, rue Villedo",NULL,1 (11) 500 555-0166,2004-06-21,Person,NULL
439,569,11438,NULL,Jenny,NULL,Nara,0,1949-10-14,M,NULL,F,jenny39@adventure-works.com,130000.00,4,5,High School,Management,1,4,Alderstr 8642,NULL,1 (11) 500 555-0164,2003-08-09,Person,NULL
440,530,11439,NULL,Janet,NULL,Munoz,0,1948-05-17,M,NULL,F,janet12@adventure-works.com,90000.00,4,1,High School,Management,0,3,"61, rue Pierre-Demoulin",NULL,1 (11) 500 555-0148,2003-06-02,Person,NULL
441,650,11440,NULL,Sergio,C,Weber,0,1947-09-27,M,NULL,M,sergio4@adventure-works.com,80000.00,5,0,Partial High School,Skilled Manual,0,2,"6, place de Fontenoy",NULL,1 (11) 500 555-0178,2003-09-28,Person,NULL
442,529,11441,NULL,Erika,NULL,Gomez,0,1947-06-12,M,NULL,F,erika0@adventure-works.com,90000.00,5,0,Partial High School,Skilled Manual,0,2,"2, place Beaubernard",NULL,1 (11) 500 555-0155,2004-07-11,Person,NULL
443,700,11442,NULL,Joseph,D,Harris,0,1947-11-14,M,NULL,M,joseph20@adventure-works.com,90000.00,5,0,Partial High School,Skilled Manual,1,2,"8, rue des Vendangeurs",NULL,1 (11) 500 555-0116,2004-04-01,Person,NULL
444,493,11443,NULL,Grace,NULL,Griffin,0,1976-05-22,S,NULL,F,grace67@adventure-works.com,60000.00,0,0,Bachelors,Professional,0,4,9825 Mt. Dell Drive,NULL,1 (11) 500 555-0170,2001-12-08,Person,NULL
445,425,11444,NULL,Tina,C,Mehta,0,1976-04-28,M,NULL,F,tina15@adventure-works.com,70000.00,0,0,Bachelors,Professional,1,3,5357 Willow Drive,NULL,1 (11) 500 555-0192,2001-12-02,Person,NULL
446,549,11445,NULL,Kari,S,Kim,0,1974-07-21,S,NULL,F,kari3@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,3,977 Davona Drive,NULL,1 (11) 500 555-0136,2001-12-07,Person,NULL
447,646,11446,NULL,Bethany,K,Chander,0,1974-08-12,S,NULL,F,bethany19@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,3,3464 Chilpancingo Park,NULL,1 (11) 500 555-0179,2001-12-19,Person,NULL
448,492,11447,NULL,Jennifer,NULL,Roberts,0,1974-08-16,M,NULL,F,jennifer15@adventure-works.com,70000.00,0,0,Bachelors,Professional,1,4,618 Natalie Drive,NULL,1 (11) 500 555-0112,2001-12-29,Person,NULL
449,656,11448,NULL,Kyle,NULL,Patterson,0,1975-04-28,S,NULL,M,kyle5@adventure-works.com,80000.00,0,0,Bachelors,Professional,1,3,5444 Bohon Circle,NULL,1 (11) 500 555-0145,2001-12-17,Person,NULL
450,692,11449,NULL,Alvin,E,Hu,0,1975-02-02,M,NULL,M,alvin19@adventure-works.com,80000.00,0,0,Bachelors,Professional,1,3,8468 Clifford Court,NULL,1 (11) 500 555-0144,2001-12-20,Person,NULL
451,613,11450,NULL,Brett,NULL,Mehta,0,1975-11-12,S,NULL,M,brett13@adventure-works.com,130000.00,4,5,High School,Management,1,4,7411 Crivello Avenue,NULL,1 (11) 500 555-0187,2001-12-30,Person,NULL
452,518,11451,NULL,Ruben,L,Muñoz,0,1974-11-09,S,NULL,M,ruben30@adventure-works.com,70000.00,0,0,Bachelors,Professional,0,4,3255 Olive Hill,NULL,1 (11) 500 555-0142,2002-01-29,Person,NULL
453,599,11452,NULL,Erika,A,Rubio,0,1973-11-05,S,NULL,F,erika18@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,5065 Maywood Lane,NULL,1 (11) 500 555-0159,2002-01-11,Person,NULL
454,493,11453,NULL,Stanley,H,Malhotra,0,1973-08-21,S,NULL,M,stanley5@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,9218 Old Mt. View Drive,NULL,1 (11) 500 555-0139,2002-01-15,Person,NULL
455,656,11454,NULL,Melinda,NULL,Navarro,0,1974-04-22,S,NULL,F,melinda5@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,1562 Black Walnut,NULL,1 (11) 500 555-0145,2002-01-31,Person,NULL
456,510,11455,NULL,Ross,NULL,Sanz,0,1974-04-21,M,NULL,M,ross38@adventure-works.com,100000.00,0,5,High School,Management,1,2,6782 First Ave,NULL,1 (11) 500 555-0147,2002-01-01,Person,NULL
457,554,11456,NULL,Jon,C,Gao,0,1974-07-08,M,NULL,M,jon35@adventure-works.com,120000.00,5,5,Partial High School,Professional,1,4,6455 Garnet Lane,NULL,1 (11) 500 555-0136,2002-01-17,Person,NULL
458,706,11457,NULL,Jaime,C,Gutierrez,0,1973-05-21,M,NULL,F,jaime12@adventure-works.com,90000.00,0,0,Bachelors,Professional,1,3,6615 Camel Place,NULL,1 (11) 500 555-0173,2002-01-17,Person,NULL
459,553,11458,NULL,Bianca,K,Liu,0,1973-04-05,M,NULL,F,bianca3@adventure-works.com,100000.00,0,5,High School,Management,1,2,811 Via Cordona,NULL,1 (11) 500 555-0179,2003-10-01,Person,NULL
460,534,11459,NULL,Tasha,NULL,Deng,0,1972-10-13,S,NULL,F,tasha1@adventure-works.com,80000.00,0,0,Bachelors,Professional,0,3,9627 Kendall Rd,NULL,1 (11) 500 555-0171,2002-01-27,Person,NULL
461,471,11460,NULL,Melvin,R,Chande,0,1972-10-07,S,NULL,M,melvin13@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,3,5075 Reading Dr.,NULL,1 (11) 500 555-0121,2002-01-21,Person,NULL
462,648,11461,NULL,Victor,NULL,Jimenez,0,1972-03-25,S,NULL,M,victor7@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,3,7201 Elk Dr.,NULL,1 (11) 500 555-0176,2002-01-31,Person,NULL
463,509,11462,NULL,Laura,L,Lin,0,1972-01-19,M,NULL,F,laura14@adventure-works.com,110000.00,0,5,High School,Management,1,4,3378 Coldwater Drive,NULL,1 (11) 500 555-0151,2002-01-16,Person,NULL
464,613,11463,NULL,Alisha,E,Beck,0,1972-03-12,M,NULL,F,alisha45@adventure-works.com,110000.00,0,5,High School,Management,0,4,1328 Huntleigh Dr.,NULL,1 (11) 500 555-0169,2003-09-06,Person,NULL
465,697,11464,NULL,Alejandro,NULL,Huang,0,1971-11-16,M,NULL,M,alejandro8@adventure-works.com,90000.00,0,0,Bachelors,Professional,1,4,6171 Golf Club Rd,NULL,1 (11) 500 555-0112,2002-01-22,Person,NULL
466,487,11465,NULL,Louis,NULL,Luo,0,1971-02-19,M,NULL,M,louis23@adventure-works.com,90000.00,0,0,Bachelors,Professional,0,4,4187 Banbury Loop,NULL,1 (11) 500 555-0185,2002-01-14,Person,NULL
467,648,11466,NULL,Grant,H,Tang,0,1971-08-03,M,NULL,M,grant6@adventure-works.com,150000.00,0,5,Partial High School,Management,1,4,2710 Saddlehill Lane,NULL,1 (11) 500 555-0195,2003-11-23,Person,NULL
